model,experiment,category,signature,variant,variant_label,family,task_type,difficulty,callable,game_id,round_count,mean_request_success,Request_Count,Parsed_Request_Count,Violated_Request_Count,Request_Success_Ratio,Aborted,Lose,Success,Main_Score,quality_score,binary_success,accuracy,binary_accuracy,efficiency,efficiency_raw,tolerance_used,n_test_cases,success_rate
gpt-5.4-mini,numbers_passive_examples_oneshot,NUMBERS,(x: int) -> int,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,times_four_mod_nine,34,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,39.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_examples_oneshot,NUMBERS,(x: int) -> int,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,difference_from_reversed_absolute,4,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,32.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_examples_oneshot,NUMBERS,(x: int) -> int,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,max_with_negative_self,28,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,numbers_passive_examples_oneshot,NUMBERS,(x: int) -> int,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,smallest_divisor_ge_two_abs,10,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,36.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_examples_oneshot,NUMBERS,(x: int) -> int,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,distance_from_square_of_three,16,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,numbers_passive_examples_oneshot,NUMBERS,(x: int) -> int,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,fibonacci_index_small,52,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,numbers_passive_examples_oneshot,NUMBERS,(x: int) -> int,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,integer_average_with_ten,40,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,numbers_passive_examples_oneshot,NUMBERS,(x: int) -> int,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,add_seven_if_negative,22,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,numbers_passive_examples_oneshot,NUMBERS,(x: int) -> int,passive_examples_oneshot,Oneshot I/O,oneshot,io,medium,modulo_of_cube_by_eleven,46,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,difference_from_reversed_absolute,5,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,10.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,absolute_modulus_gap_eleven,59,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,13.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,times_four_mod_nine,35,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,0.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,distance_from_square_of_three,17,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,92.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,smallest_divisor_ge_two_abs,11,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,17.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,max_with_negative_self,29,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,0.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,fibonacci_index_small,53,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,0.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,modulo_of_cube_by_eleven,47,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,10.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,integer_average_with_ten,41,1,1.0,1,1,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,0,100,100.0
gpt-5.4-mini,numbers_passive_labeled_pairs_oneshot,NUMBERS,(x: int) -> int,passive_labeled_pairs_oneshot,Oneshot Pairs,oneshot,membership,medium,add_seven_if_negative,23,1,1.0,1,1,0,1.0,False,True,False,0.0,0.0,0,0.0,0.0,100.0,1.0,0,100,0.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,difference_squared,264,3,0.6666666666666666,3,2,1,0.6666666666666666,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,1,100,100.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,absolute_sum_minus_absolute_difference,252,9,0.6666666666666666,9,6,3,0.6666666666666666,False,True,False,0.0,0.0,0,5.0,0.0,73.33333333333333,0.7333333333333333,1,100,0.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,last_digit_sum,240,9,0.7777777777777778,9,7,2,0.7777777777777778,False,True,False,0.0,0.0,0,43.0,0.0,66.66666666666666,0.6666666666666666,1,100,0.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,sum_plus_larger_abs,282,6,0.8333333333333334,6,5,1,0.8333333333333334,False,True,False,0.0,0.0,0,57.99999999999999,0.0,80.0,0.8,1,100,0.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,manhattan_to_pair,276,4,0.75,4,3,1,0.75,False,True,False,0.0,0.0,0,60.0,0.0,93.33333333333333,0.9333333333333333,1,100,0.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,sum_after_incrementing_first,270,4,0.75,4,3,1,0.75,False,False,True,93.33333333333333,93.33333333333333,1,100.0,1.0,93.33333333333333,0.9333333333333333,1,100,100.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,zero_if_opposite_else_product,246,6,0.8333333333333334,6,5,1,0.8333333333333334,False,True,False,0.0,0.0,0,95.0,0.0,80.0,0.8,1,100,0.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,product_mod_seven,294,12,0.75,12,9,3,0.75,False,False,True,53.333333333333336,53.333333333333336,1,100.0,1.0,53.333333333333336,0.5333333333333333,1,100,100.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,sum_if_negative,258,8,0.875,8,7,1,0.875,False,True,False,0.0,0.0,0,51.0,0.0,66.66666666666666,0.6666666666666666,1,100,0.0
gpt-5.4-mini,two_numbers_active_inputs,TWO_NUMBERS,"(a: int, b: int) -> int",active_inputs,Active I/O,active,io,medium,triple_sum_minus_product,288,8,0.875,8,7,1,0.875,False,False,True,66.66666666666666,66.66666666666666,1,100.0,1.0,66.66666666666666,0.6666666666666666,1,100,100.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,triple_sum_minus_product,290,15,0.9333333333333333,15,14,1,0.9333333333333333,False,False,True,20.0,20.0,1,100.0,1.0,20.0,0.2,1,100,100.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,absolute_sum_minus_absolute_difference,254,8,0.875,8,7,1,0.875,False,True,False,0.0,0.0,0,17.0,0.0,66.66666666666666,0.6666666666666666,1,100,0.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,product_mod_seven,296,9,1.0,9,9,0,1.0,False,True,False,0.0,0.0,0,23.0,0.0,53.333333333333336,0.5333333333333333,1,100,0.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,manhattan_to_pair,278,6,1.0,6,6,0,1.0,False,True,False,0.0,0.0,0,44.0,0.0,73.33333333333333,0.7333333333333333,1,100,0.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,sum_plus_larger_abs,284,9,0.8888888888888888,9,8,1,0.8888888888888888,False,True,False,0.0,0.0,0,17.0,0.0,60.0,0.6,1,100,0.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,zero_if_opposite_else_product,248,5,0.8,5,4,1,0.8,False,True,False,0.0,0.0,0,7.000000000000001,0.0,86.66666666666667,0.8666666666666667,1,100,0.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,sum_if_negative,260,15,0.9333333333333333,15,14,1,0.9333333333333333,False,True,False,0.0,0.0,0,0.0,0.0,0.0,0.0,0,100,0.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,difference_squared,266,2,0.5,2,1,1,0.5,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0666666666666667,1,100,100.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,sum_after_incrementing_first,272,4,1.0,4,4,0,1.0,False,False,True,86.66666666666667,86.66666666666667,1,100.0,1.0,86.66666666666667,0.8666666666666667,1,100,100.0
gpt-5.4-mini,two_numbers_active_pair_checks,TWO_NUMBERS,"(a: int, b: int) -> int",active_pair_checks,Active Pair-Check,active,membership,medium,last_digit_sum,242,8,0.75,8,6,2,0.75,False,True,False,0.0,0.0,0,4.0,0.0,73.33333333333333,0.7333333333333333,1,100,0.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,absolute_sum_minus_absolute_difference,253,5,1.0,5,5,0,1.0,False,False,True,80.0,80.0,1,100.0,1.0,80.0,0.8,1,100,100.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,difference_squared,265,2,1.0,2,2,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,1,100,100.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,zero_if_opposite_else_product,247,7,1.0,7,7,0,1.0,False,False,True,66.66666666666666,66.66666666666666,1,100.0,1.0,66.66666666666666,0.6666666666666666,1,100,100.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,sum_after_incrementing_first,271,2,1.0,2,2,0,1.0,False,False,True,100.0,100.0,1,100.0,1.0,100.0,1.0,1,100,100.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,manhattan_to_pair,277,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,60.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,sum_plus_larger_abs,283,7,0.8571428571428571,7,6,1,0.8571428571428571,False,True,False,0.0,0.0,0,84.0,0.0,73.33333333333333,0.7333333333333333,1,100,0.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,last_digit_sum,241,3,1.0,3,3,0,1.0,False,True,False,0.0,0.0,0,84.0,0.0,93.33333333333333,0.9333333333333333,1,100,0.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,sum_if_negative,259,3,1.0,3,3,0,1.0,False,True,False,0.0,0.0,0,67.0,0.0,93.33333333333333,0.9333333333333333,1,100,0.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,product_mod_seven,295,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,6.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,two_numbers_passive_examples,TWO_NUMBERS,"(a: int, b: int) -> int",passive_examples,Passive I/O,passive,io,medium,triple_sum_minus_product,289,2,0.5,2,1,1,0.5,False,True,False,0.0,0.0,0,3.0,0.0,100.0,1.0666666666666667,1,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,product_mod_seven,297,8,0.875,8,7,1,0.875,False,True,False,0.0,0.0,0,33.0,0.0,66.66666666666666,0.6666666666666666,1,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,absolute_sum_minus_absolute_difference,255,7,1.0,7,7,0,1.0,False,True,False,0.0,0.0,0,50.0,0.0,66.66666666666666,0.6666666666666666,1,100,0.0
gpt-5.4-mini,two_numbers_passive_labeled_pairs,TWO_NUMBERS,"(a: int, b: int) -> int",passive_labeled_pairs,Passive Pairs,passive,membership,medium,triple_sum_minus_product,291,12,0.9166666666666666,12,11,1,0.9166666666666666,False,False,True,40.0,40.0,1,100.0,1.0,40.0,0.4,1,100,100.0
