results_dir,model,mode,domain,experiment,callable,game_id,played,round_count,success,lose,aborted,main_score,quality_score,request_count,parsed_request_count,violated_request_count,parse_error_count,runtime_error_count,internal_consistency_score,internal_consistency_violations,turns_used,max_turns,efficiency_raw,tolerance_used,baseline_kind,n_test_cases_logged,instance_path,scores_path,experiment_path,interactions_path,n_test_cases,correct_guess,binary_accuracy,passed_test_cases,failed_test_cases,pass_rate,closeness_bucket,failure_reason,observed_pair_consistency,guess_turn,budget_used_ratio,remaining_turn_budget,guess_outcome,is_oneshot,is_interactive
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,string,string_passive_examples_oneshot,reverse_str,64,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00064/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00064/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00064/interactions.json,100,True,1,100,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,string,string_passive_examples_oneshot,first_char,70,True,1,False,True,False,0.0,0.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00070/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00070/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00070/interactions.json,100,False,0,0,100,0.0,failure,wrong_function_guess,1.0,1,1.0,0,wrong,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,string,string_passive_examples_oneshot,add_exclamation,76,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00076/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00076/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00076/interactions.json,100,True,1,100,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,string,string_passive_examples_oneshot,uppercase_str,82,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00082/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00082/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00082/interactions.json,100,True,1,100,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,string,string_passive_examples_oneshot,remove_space,88,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00088/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00088/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/string_passive_examples_oneshot/instance_00088/interactions.json,100,True,1,100,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,list,list_passive_examples_oneshot,list_len,94,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00094/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00094/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00094/interactions.json,100,True,1,100,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,list,list_passive_examples_oneshot,ret_first_item,100,True,1,False,True,False,0.0,0.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00100/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00100/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00100/interactions.json,100,False,0,0,100,0.0,failure,wrong_function_guess,1.0,1,1.0,0,wrong,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,list,list_passive_examples_oneshot,sum_list,106,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00106/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00106/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00106/interactions.json,100,True,1,100,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,list,list_passive_examples_oneshot,count_zeros,112,True,1,False,True,False,0.0,0.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00112/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00112/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00112/interactions.json,100,False,0,0,100,0.0,failure,wrong_function_guess,1.0,1,1.0,0,wrong,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,list,list_passive_examples_oneshot,rmv_duplicates,118,True,1,False,True,False,0.0,0.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,100,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00118/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00118/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/list_passive_examples_oneshot/instance_00118/interactions.json,100,False,0,0,100,0.0,failure,wrong_function_guess,1.0,1,1.0,0,wrong,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,logic,logic_passive_examples_oneshot,logic_and,124,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,4,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00124/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00124/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00124/interactions.json,4,True,1,4,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,logic,logic_passive_examples_oneshot,logic_or,130,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,4,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00130/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00130/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00130/interactions.json,4,True,1,4,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,logic,logic_passive_examples_oneshot,logic_xor,136,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,4,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00136/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00136/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00136/interactions.json,4,True,1,4,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
results_passive_examples_oneshot,gpt-4.1-mini,passive_examples_oneshot,logic,logic_passive_examples_oneshot,not_value,142,True,1,True,False,False,100.0,100.0,1,1,0,0,0,1.0,0,0,1,1.0,0,oneshot,2,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00142/instance.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00142/scores.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/experiment.json,/Users/shahrukh/Documents/Shahrukh_Thesis/Alien-Abduction/results_passive_examples_oneshot/function_detective/gpt-4.1-mini/passive_examples_oneshot/logic_passive_examples_oneshot/instance_00142/interactions.json,2,True,1,2,0,1.0,exact,correct_guess,1.0,1,1.0,0,right,True,False
